,accuracy,loss,val_accuracy,val_loss
0,0.5030800104141235,0.12507589161396027,0.5,0.12500807642936707
1,0.6686800122261047,0.09768572449684143,0.8375599980354309,0.057895660400390625
2,0.8687999844551086,0.04856318235397339,0.8537200093269348,0.05322512239217758
3,0.908840000629425,0.035000480711460114,0.8313599824905396,0.0625244602560997
4,0.9338799715042114,0.02611621282994747,0.8645600080490112,0.05191671848297119
5,0.9542400240898132,0.018590817227959633,0.8777999877929688,0.04709073156118393
6,0.9674400091171265,0.013747546821832657,0.8544399738311768,0.05977952480316162
7,0.9749199748039246,0.010796662420034409,0.8727999925613403,0.051660872995853424
8,0.9797999858856201,0.0089230015873909,0.8728799819946289,0.05290484428405762
9,0.9842000007629395,0.007121333386749029,0.871399998664856,0.055271249264478683
10,0.986519992351532,0.006042361259460449,0.835919976234436,0.07267185300588608
11,0.9877600073814392,0.005635630339384079,0.8694000244140625,0.057899221777915955
12,0.9886400103569031,0.005273194517940283,0.8714399933815002,0.0570838488638401
13,0.9886800050735474,0.005200987681746483,0.8718400001525879,0.05687088891863823
14,0.9899200201034546,0.004719946067780256,0.8708000183105469,0.056923720985651016
15,0.9901599884033203,0.004519867245107889,0.8709999918937683,0.05772843211889267
16,0.990880012512207,0.004302310291677713,0.872160017490387,0.05718747526407242
17,0.9912800192832947,0.004118700977414846,0.8716400265693665,0.057324547320604324
18,0.9917600154876709,0.003879314521327615,0.8697999715805054,0.0592491552233696
19,0.9920399785041809,0.0037806543987244368,0.8716800212860107,0.05773790925741196
20,0.9929199814796448,0.0034601304214447737,0.8695999979972839,0.05960114672780037
21,0.9926000237464905,0.003526018699631095,0.8690400123596191,0.05982556194067001
22,0.9928399920463562,0.003476371057331562,0.8723199963569641,0.05884968861937523
23,0.9928399920463562,0.003427081275731325,0.873960018157959,0.058128051459789276
24,0.9932000041007996,0.003344900207594037,0.8709200024604797,0.05975915491580963
